GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Thu Oct 26 09:30:01 EET 2017

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	c1	c2	cs1	cs2	RPar	RSer
1232	133	11	1	0.1650651902954207	0.00551	3.47E-4	1.1733	0.00209	692.6	0.00519	Global search reduced cost.
1233	134	1	1	0.16115841925359162	0.00551	3.46E-4	1.1809	0.00204	701.0	0.00525	Exploration base, Delta = 1.0.
1234	134	2	1	0.1611001980378088	0.005509	3.46E-4	1.1809	0.00204	701.0	0.00525	Cost reduced     at c1-dc1.
1235	134	3	1	0.16120209755162468	0.005509	3.45E-4	1.1809	0.00204	701.0	0.00525	Cost not reduced at c2-dc2.
1236	134	4	1	0.1611224324376943	0.005509	3.47E-4	1.1809	0.00204	701.0	0.00525	Cost not reduced at c2+dc2.
1237	134	5	1	0.16118724892846256	0.005509	3.46E-4	1.181	0.00204	701.0	0.00525	Cost not reduced at cs1+dcs1.
1238	134	6	1	0.16113977928596127	0.005509	3.46E-4	1.1808	0.00204	701.0	0.00525	Cost not reduced at cs1-dcs1.
1239	134	7	1	0.1612474330018699	0.005509	3.46E-4	1.1809	0.002041	701.0	0.00525	Cost not reduced at cs2+dcs2.
1240	134	8	1	0.16108319542180402	0.005509	3.46E-4	1.1809	0.002039	701.0	0.00525	Cost reduced     at cs2-dcs2.
1241	134	9	1	0.16108313576257322	0.005509	3.46E-4	1.1809	0.002039	701.1	0.00525	Cost reduced     at RPar+dRPar.
1242	134	10	1	0.16123681348458904	0.005509	3.46E-4	1.1809	0.002039	701.1	0.00526	Cost not reduced at RSer+dRSer.
1243	134	11	1	0.16109643358205056	0.005509	3.46E-4	1.1809	0.002039	701.1	0.00524	Cost not reduced at RSer-dRSer.
1241	134	12	1	0.16108313576257322	0.005509	3.46E-4	1.1809	0.002039	701.1	0.00525	Global search reduced cost.
1244	135	1	1	0.15694975643045456	0.005508	3.45E-4	1.1885	0.001988	709.6	0.00531	Exploration base, Delta = 1.0.
1245	135	2	1	0.15675880936285583	0.005507	3.45E-4	1.1885	0.001988	709.6	0.00531	Cost reduced     at c1-dc1.
1246	135	3	1	0.15683160964357448	0.005507	3.44E-4	1.1885	0.001988	709.6	0.00531	Cost not reduced at c2-dc2.
1247	135	4	1	0.15715352508322106	0.005507	3.46E-4	1.1885	0.001988	709.6	0.00531	Cost not reduced at c2+dc2.
1248	135	5	1	0.15672384479545476	0.005507	3.45E-4	1.1886	0.001988	709.6	0.00531	Cost reduced     at cs1+dcs1.
1249	135	6	1	0.1567822560222907	0.005507	3.45E-4	1.1886	0.001987	709.6	0.00531	Cost not reduced at cs2-dcs2.
1250	135	7	1	0.15676231877286628	0.005507	3.45E-4	1.1886	0.001989	709.6	0.00531	Cost not reduced at cs2+dcs2.
1251	135	8	1	0.15672376556794443	0.005507	3.45E-4	1.1886	0.001988	709.7	0.00531	Cost reduced     at RPar+dRPar.
1252	135	9	1	0.15685135462253744	0.005507	3.45E-4	1.1886	0.001988	709.7	0.00532	Cost not reduced at RSer+dRSer.
1253	135	10	1	0.1566569232916574	0.005507	3.45E-4	1.1886	0.001988	709.7	0.0053	Cost reduced     at RSer-dRSer.
1253	135	11	1	0.1566569232916574	0.005507	3.45E-4	1.1886	0.001988	709.7	0.0053	Global search reduced cost.
1254	136	1	1	0.15306387055897555	0.005505	3.44E-4	1.1963	0.001937	718.3	0.00535	Exploration base, Delta = 1.0.
1255	136	2	1	0.15388288877334613	0.005504	3.44E-4	1.1963	0.001937	718.3	0.00535	Cost not reduced at c1-dc1.
1256	136	3	1	0.15272628546199254	0.005506	3.44E-4	1.1963	0.001937	718.3	0.00535	Cost reduced     at c1+dc1.
1257	136	4	1	0.15272900299413605	0.005506	3.43E-4	1.1963	0.001937	718.3	0.00535	Cost not reduced at c2-dc2.
1258	136	5	1	0.15263636019409013	0.005506	3.45E-4	1.1963	0.001937	718.3	0.00535	Cost reduced     at c2+dc2.
1259	136	6	1	0.1526006513671127	0.005506	3.45E-4	1.1964	0.001937	718.3	0.00535	Cost reduced     at cs1+dcs1.
1260	136	7	1	0.15256697529034538	0.005506	3.45E-4	1.1964	0.001936	718.3	0.00535	Cost reduced     at cs2-dcs2.
1261	136	8	1	0.1525668982283736	0.005506	3.45E-4	1.1964	0.001936	718.4	0.00535	Cost reduced     at RPar+dRPar.
1262	136	9	1	0.1525078512770969	0.005506	3.45E-4	1.1964	0.001936	718.4	0.00534	Cost reduced     at RSer-dRSer.
1262	136	10	1	0.1525078512770969	0.005506	3.45E-4	1.1964	0.001936	718.4	0.00534	Global search reduced cost.
1263	137	1	1	0.1485534334040504	0.005505	3.45E-4	1.2042	0.001884	727.1	0.00538	Exploration base, Delta = 1.0.
1264	137	2	1	0.1484120620662461	0.005506	3.45E-4	1.2042	0.001884	727.1	0.00538	Cost reduced     at c1+dc1.
1265	137	3	1	0.14838646647444884	0.005506	3.46E-4	1.2042	0.001884	727.1	0.00538	Cost reduced     at c2+dc2.
1266	137	4	1	0.14834408244335148	0.005506	3.46E-4	1.2043	0.001884	727.1	0.00538	Cost reduced     at cs1+dcs1.
1267	137	5	1	0.14833500106477757	0.005506	3.46E-4	1.2043	0.001883	727.1	0.00538	Cost reduced     at cs2-dcs2.
1268	137	6	1	0.14833494119846807	0.005506	3.46E-4	1.2043	0.001883	727.2	0.00538	Cost reduced     at RPar+dRPar.
1269	137	7	1	0.14840645518978854	0.005506	3.46E-4	1.2043	0.001883	727.2	0.00537	Cost not reduced at RSer-dRSer.
1270	137	8	1	0.14826305575999696	0.005506	3.46E-4	1.2043	0.001883	727.2	0.00539	Cost reduced     at RSer+dRSer.
1270	137	9	1	0.14826305575999696	0.005506	3.46E-4	1.2043	0.001883	727.2	0.00539	Global search reduced cost.
1271	138	1	1	0.14444509171838618	0.005506	3.47E-4	1.2122	0.00183	736.0	0.00544	Exploration base, Delta = 1.0.
1272	138	2	1	0.14454723197524963	0.005507	3.47E-4	1.2122	0.00183	736.0	0.00544	Cost not reduced at c1+dc1.
1273	138	3	1	0.14443544748741102	0.005505	3.47E-4	1.2122	0.00183	736.0	0.00544	Cost reduced     at c1-dc1.
1274	138	4	1	0.14442287345161017	0.005505	3.48E-4	1.2122	0.00183	736.0	0.00544	Cost reduced     at c2+dc2.
1275	138	5	1	0.14438063429641035	0.005505	3.48E-4	1.2123	0.00183	736.0	0.00544	Cost reduced     at cs1+dcs1.
1276	138	6	1	0.1443697993522755	0.005505	3.48E-4	1.2123	0.001829	736.0	0.00544	Cost reduced     at cs2-dcs2.
1277	138	7	1	0.14436974251003376	0.005505	3.48E-4	1.2123	0.001829	736.1	0.00544	Cost reduced     at RPar+dRPar.
1278	138	8	1	0.14434322830821808	0.005505	3.48E-4	1.2123	0.001829	736.1	0.00545	Cost reduced     at RSer+dRSer.
1278	138	9	1	0.14434322830821808	0.005505	3.48E-4	1.2123	0.001829	736.1	0.00545	Global search reduced cost.
1279	139	1	1	0.1399278014388443	0.005504	3.5E-4	1.2203	0.001775	745.0	0.00551	Exploration base, Delta = 1.0.
1280	139	2	1	0.1400335523466483	0.005503	3.5E-4	1.2203	0.001775	745.0	0.00551	Cost not reduced at c1-dc1.
1281	139	3	1	0.1401273725381186	0.005505	3.5E-4	1.2203	0.001775	745.0	0.00551	Cost not reduced at c1+dc1.
1282	139	4	1	0.14007314554200187	0.005504	3.51E-4	1.2203	0.001775	745.0	0.00551	Cost not reduced at c2+dc2.
1283	139	5	1	0.1399445618226142	0.005504	3.49E-4	1.2203	0.001775	745.0	0.00551	Cost not reduced at c2-dc2.
1284	139	6	1	0.1398901199189695	0.005504	3.5E-4	1.2204	0.001775	745.0	0.00551	Cost reduced     at cs1+dcs1.
1285	139	7	1	0.14001017437402113	0.005504	3.5E-4	1.2204	0.001774	745.0	0.00551	Cost not reduced at cs2-dcs2.
1286	139	8	1	0.13992436587743007	0.005504	3.5E-4	1.2204	0.001776	745.0	0.00551	Cost not reduced at cs2+dcs2.
1287	139	9	1	0.1398900613922164	0.005504	3.5E-4	1.2204	0.001775	745.1	0.00551	Cost reduced     at RPar+dRPar.
1288	139	10	1	0.13994048604524872	0.005504	3.5E-4	1.2204	0.001775	745.1	0.00552	Cost not reduced at RSer+dRSer.
1289	139	11	1	0.14005105639179832	0.005504	3.5E-4	1.2204	0.001775	745.1	0.0055	Cost not reduced at RSer-dRSer.
1287	139	12	1	0.1398900613922164	0.005504	3.5E-4	1.2204	0.001775	745.1	0.00551	Global search reduced cost.
1290	140	1	1	0.13561532516415567	0.005503	3.52E-4	1.2285	0.001721	754.1	0.00557	Exploration base, Delta = 1.0.
1291	140	2	1	0.13567965491519454	0.005502	3.52E-4	1.2285	0.001721	754.1	0.00557	Cost not reduced at c1-dc1.
1292	140	3	1	0.13571032357224866	0.005504	3.52E-4	1.2285	0.001721	754.1	0.00557	Cost not reduced at c1+dc1.
1293	140	4	1	0.13562296391967626	0.005503	3.53E-4	1.2285	0.001721	754.1	0.00557	Cost not reduced at c2+dc2.
1294	140	5	1	0.13560872333573132	0.005503	3.51E-4	1.2285	0.001721	754.1	0.00557	Cost reduced     at c2-dc2.
1295	140	6	1	0.13557267274395224	0.005503	3.51E-4	1.2286	0.001721	754.1	0.00557	Cost reduced     at cs1+dcs1.
1296	140	7	1	0.13554230198214007	0.005503	3.51E-4	1.2286	0.00172	754.1	0.00557	Cost reduced     at cs2-dcs2.
1297	140	8	1	0.13554224371026358	0.005503	3.51E-4	1.2286	0.00172	754.2	0.00557	Cost reduced     at RPar+dRPar.
1298	140	9	1	0.13560687589801437	0.005503	3.51E-4	1.2286	0.00172	754.2	0.00558	Cost not reduced at RSer+dRSer.
1299	140	10	1	0.1355642542815072	0.005503	3.51E-4	1.2286	0.00172	754.2	0.00556	Cost not reduced at RSer-dRSer.
1297	140	11	1	0.13554224371026358	0.005503	3.51E-4	1.2286	0.00172	754.2	0.00557	Global search reduced cost.
1300	141	1	1	0.1312664270296879	0.005502	3.52E-4	1.2368	0.001665	763.3	0.00563	Exploration base, Delta = 1.0.
1301	141	2	1	0.13142482591375898	0.005501	3.52E-4	1.2368	0.001665	763.3	0.00563	Cost not reduced at c1-dc1.
1302	141	3	1	0.13133277929901596	0.005503	3.52E-4	1.2368	0.001665	763.3	0.00563	Cost not reduced at c1+dc1.
1303	141	4	1	0.13131431024209392	0.005502	3.51E-4	1.2368	0.001665	763.3	0.00563	Cost not reduced at c2-dc2.
1304	141	5	1	0.13130443325858732	0.005502	3.53E-4	1.2368	0.001665	763.3	0.00563	Cost not reduced at c2+dc2.
1305	141	6	1	0.13123089406364663	0.005502	3.52E-4	1.2369	0.001665	763.3	0.00563	Cost reduced     at cs1+dcs1.
1306	141	7	1	0.13119872747734365	0.005502	3.52E-4	1.2369	0.001664	763.3	0.00563	Cost reduced     at cs2-dcs2.
1307	141	8	1	0.13119866964246954	0.005502	3.52E-4	1.2369	0.001664	763.4	0.00563	Cost reduced     at RPar+dRPar.
1308	141	9	1	0.1312566348633563	0.005502	3.52E-4	1.2369	0.001664	763.4	0.00564	Cost not reduced at RSer+dRSer.
1309	141	10	1	0.13118729067226337	0.005502	3.52E-4	1.2369	0.001664	763.4	0.00562	Cost reduced     at RSer-dRSer.
1309	141	11	1	0.13118729067226337	0.005502	3.52E-4	1.2369	0.001664	763.4	0.00562	Global search reduced cost.
1310	142	1	1	0.12729000688809142	0.005501	3.53E-4	1.2452	0.001608	772.6	0.00567	Exploration base, Delta = 1.0.
1311	142	2	1	0.12715464173215776	0.0055	3.53E-4	1.2452	0.001608	772.6	0.00567	Cost reduced     at c1-dc1.
1312	142	3	1	0.12724460393618692	0.0055	3.52E-4	1.2452	0.001608	772.6	0.00567	Cost not reduced at c2-dc2.
1313	142	4	1	0.12734505647963387	0.0055	3.54E-4	1.2452	0.001608	772.6	0.00567	Cost not reduced at c2+dc2.
1314	142	5	1	0.12711457128977308	0.0055	3.53E-4	1.2453	0.001608	772.6	0.00567	Cost reduced     at cs1+dcs1.
1315	142	6	1	0.12734771323514277	0.0055	3.53E-4	1.2453	0.001607	772.6	0.00567	Cost not reduced at cs2-dcs2.
1316	142	7	1	0.1271376676307923	0.0055	3.53E-4	1.2453	0.001609	772.6	0.00567	Cost not reduced at cs2+dcs2.
1317	142	8	1	0.1271145116956637	0.0055	3.53E-4	1.2453	0.001608	772.7	0.00567	Cost reduced     at RPar+dRPar.
1318	142	9	1	0.12712770415641234	0.0055	3.53E-4	1.2453	0.001608	772.7	0.00566	Cost not reduced at RSer-dRSer.
1319	142	10	1	0.12713190997757828	0.0055	3.53E-4	1.2453	0.001608	772.7	0.00568	Cost not reduced at RSer+dRSer.
1317	142	11	1	0.1271145116956637	0.0055	3.53E-4	1.2453	0.001608	772.7	0.00567	Global search reduced cost.
1320	143	1	1	0.12361046396977082	0.005498	3.54E-4	1.2537	0.001552	782.0	0.00572	Exploration base, Delta = 1.0.
1321	143	2	1	0.12386466029954774	0.005497	3.54E-4	1.2537	0.001552	782.0	0.00572	Cost not reduced at c1-dc1.
1322	143	3	1	0.12326965853678326	0.005499	3.54E-4	1.2537	0.001552	782.0	0.00572	Cost reduced     at c1+dc1.
1323	143	4	1	0.12335356449850939	0.005499	3.53E-4	1.2537	0.001552	782.0	0.00572	Cost not reduced at c2-dc2.
1324	143	5	1	0.12292590812633121	0.005499	3.55E-4	1.2537	0.001552	782.0	0.00572	Cost reduced     at c2+dc2.
1325	143	6	1	0.12288625101459469	0.005499	3.55E-4	1.2538	0.001552	782.0	0.00572	Cost reduced     at cs1+dcs1.
1326	143	7	1	0.12286925476149528	0.005499	3.55E-4	1.2538	0.001551	782.0	0.00572	Cost reduced     at cs2-dcs2.
1327	143	8	1	0.12286920149878895	0.005499	3.55E-4	1.2538	0.001551	782.1	0.00572	Cost reduced     at RPar+dRPar.
1328	143	9	1	0.12292485511063347	0.005499	3.55E-4	1.2538	0.001551	782.1	0.00571	Cost not reduced at RSer-dRSer.
1329	143	10	1	0.12285829347313307	0.005499	3.55E-4	1.2538	0.001551	782.1	0.00573	Cost reduced     at RSer+dRSer.
1329	143	11	1	0.12285829347313307	0.005499	3.55E-4	1.2538	0.001551	782.1	0.00573	Global search reduced cost.
1330	144	1	1	0.11872602538911813	0.005498	3.57E-4	1.2623	0.001494	791.5	0.00579	Exploration base, Delta = 1.0.
1331	144	2	1	0.11838114666541975	0.005499	3.57E-4	1.2623	0.001494	791.5	0.00579	Cost reduced     at c1+dc1.
1332	144	3	1	0.11840984134029009	0.005499	3.58E-4	1.2623	0.001494	791.5	0.00579	Cost not reduced at c2+dc2.
1333	144	4	1	0.11837710597930934	0.005499	3.56E-4	1.2623	0.001494	791.5	0.00579	Cost reduced     at c2-dc2.
1334	144	5	1	0.11833899992338219	0.005499	3.56E-4	1.2624	0.001494	791.5	0.00579	Cost reduced     at cs1+dcs1.
1335	144	6	1	0.1183180897789303	0.005499	3.56E-4	1.2624	0.001493	791.5	0.00579	Cost reduced     at cs2-dcs2.
1336	144	7	1	0.11831804499682096	0.005499	3.56E-4	1.2624	0.001493	791.6	0.00579	Cost reduced     at RPar+dRPar.
1337	144	8	1	0.11834866590264281	0.005499	3.56E-4	1.2624	0.001493	791.6	0.0058	Cost not reduced at RSer+dRSer.
1338	144	9	1	0.11833556915373254	0.005499	3.56E-4	1.2624	0.001493	791.6	0.00578	Cost not reduced at RSer-dRSer.
1336	144	10	1	0.11831804499682096	0.005499	3.56E-4	1.2624	0.001493	791.6	0.00579	Global search reduced cost.
1339	145	1	1	0.11383389121683099	0.005499	3.57E-4	1.271	0.001435	801.1	0.00585	Exploration base, Delta = 1.0.
1340	145	2	1	0.11412312687807243	0.0055	3.57E-4	1.271	0.001435	801.1	0.00585	Cost not reduced at c1+dc1.
1341	145	3	1	0.1140716179730731	0.005498	3.57E-4	1.271	0.001435	801.1	0.00585	Cost not reduced at c1-dc1.
1342	145	4	1	0.11378286966219676	0.005499	3.56E-4	1.271	0.001435	801.1	0.00585	Cost reduced     at c2-dc2.
1343	145	5	1	0.11374048710350505	0.005499	3.56E-4	1.2711	0.001435	801.1	0.00585	Cost reduced     at cs1+dcs1.
1344	145	6	1	0.11373213610254063	0.005499	3.56E-4	1.2711	0.001434	801.1	0.00585	Cost reduced     at cs2-dcs2.
1345	145	7	1	0.11373210119926015	0.005499	3.56E-4	1.2711	0.001434	801.2	0.00585	Cost reduced     at RPar+dRPar.
1346	145	8	1	0.11375072310215278	0.005499	3.56E-4	1.2711	0.001434	801.2	0.00586	Cost not reduced at RSer+dRSer.
1347	145	9	1	0.11379344404391571	0.005499	3.56E-4	1.2711	0.001434	801.2	0.00584	Cost not reduced at RSer-dRSer.
1345	145	10	1	0.11373210119926015	0.005499	3.56E-4	1.2711	0.001434	801.2	0.00585	Global search reduced cost.
1348	146	1	1	0.10943417375002777	0.005499	3.56E-4	1.2798	0.001375	810.8	0.00591	Exploration base, Delta = 1.0.
1349	146	2	1	0.109795471422014	0.0055	3.56E-4	1.2798	0.001375	810.8	0.00591	Cost not reduced at c1+dc1.
1350	146	3	1	0.10945800812989956	0.005498	3.56E-4	1.2798	0.001375	810.8	0.00591	Cost not reduced at c1-dc1.
1351	146	4	1	0.10937113598315087	0.005499	3.55E-4	1.2798	0.001375	810.8	0.00591	Cost reduced     at c2-dc2.
1352	146	5	1	0.10932685204627905	0.005499	3.55E-4	1.2799	0.001375	810.8	0.00591	Cost reduced     at cs1+dcs1.
1353	146	6	1	0.10932520178059317	0.005499	3.55E-4	1.2799	0.001374	810.8	0.00591	Cost reduced     at cs2-dcs2.
1354	146	7	1	0.10932517264975875	0.005499	3.55E-4	1.2799	0.001374	810.9	0.00591	Cost reduced     at RPar+dRPar.
1355	146	8	1	0.10916890414865169	0.005499	3.55E-4	1.2799	0.001374	810.9	0.00592	Cost reduced     at RSer+dRSer.
1355	146	9	1	0.10916890414865169	0.005499	3.55E-4	1.2799	0.001374	810.9	0.00592	Global search reduced cost.
1356	147	1	1	0.10495449172332943	0.005499	3.54E-4	1.2887	0.001314	820.6	0.00599	Exploration base, Delta = 1.0.
1357	147	2	1	0.10488756828448066	0.0055	3.54E-4	1.2887	0.001314	820.6	0.00599	Cost reduced     at c1+dc1.
1358	147	3	1	0.1047676401062197	0.0055	3.53E-4	1.2887	0.001314	820.6	0.00599	Cost reduced     at c2-dc2.
1359	147	4	1	0.10472923530153741	0.0055	3.53E-4	1.2888	0.001314	820.6	0.00599	Cost reduced     at cs1+dcs1.
1360	147	5	1	0.10471243886619525	0.0055	3.53E-4	1.2888	0.001313	820.6	0.00599	Cost reduced     at cs2-dcs2.
1361	147	6	1	0.10471241540285968	0.0055	3.53E-4	1.2888	0.001313	820.7	0.00599	Cost reduced     at RPar+dRPar.
1362	147	7	1	0.10481065630562228	0.0055	3.53E-4	1.2888	0.001313	820.7	0.006	Cost not reduced at RSer+dRSer.
1363	147	8	1	0.10470192873784921	0.0055	3.53E-4	1.2888	0.001313	820.7	0.00598	Cost reduced     at RSer-dRSer.
1363	147	9	1	0.10470192873784921	0.0055	3.53E-4	1.2888	0.001313	820.7	0.00598	Global search reduced cost.
1364	148	1	1	0.10086092120461966	0.005501	3.51E-4	1.2977	0.001252	830.5	0.00604	Exploration base, Delta = 1.0.
1365	148	2	1	0.10159136705665586	0.005502	3.51E-4	1.2977	0.001252	830.5	0.00604	Cost not reduced at c1+dc1.
1366	148	3	1	0.10067800016069445	0.0055	3.51E-4	1.2977	0.001252	830.5	0.00604	Cost reduced     at c1-dc1.
1367	148	4	1	0.10056352274555233	0.0055	3.5E-4	1.2977	0.001252	830.5	0.00604	Cost reduced     at c2-dc2.
1368	148	5	1	0.10052000802003418	0.0055	3.5E-4	1.2978	0.001252	830.5	0.00604	Cost reduced     at cs1+dcs1.
1369	148	6	1	0.10051925125547538	0.0055	3.5E-4	1.2978	0.001251	830.5	0.00604	Cost reduced     at cs2-dcs2.
1370	148	7	1	0.10051923246178852	0.0055	3.5E-4	1.2978	0.001251	830.6	0.00604	Cost reduced     at RPar+dRPar.
1371	148	8	1	0.1005431916301538	0.0055	3.5E-4	1.2978	0.001251	830.6	0.00603	Cost not reduced at RSer-dRSer.
1372	148	9	1	0.10052578477233845	0.0055	3.5E-4	1.2978	0.001251	830.6	0.00605	Cost not reduced at RSer+dRSer.
1370	148	10	1	0.10051923246178852	0.0055	3.5E-4	1.2978	0.001251	830.6	0.00604	Global search reduced cost.
1373	149	1	1	0.09598811447318899	0.0055	3.47E-4	1.3068	0.001189	840.5	0.0061	Exploration base, Delta = 1.0.
1374	149	2	1	0.09564405188024903	0.005499	3.47E-4	1.3068	0.001189	840.5	0.0061	Cost reduced     at c1-dc1.
1375	149	3	1	0.09558184479404865	0.005499	3.46E-4	1.3068	0.001189	840.5	0.0061	Cost reduced     at c2-dc2.
1376	149	4	1	0.09553999008144785	0.005499	3.46E-4	1.3069	0.001189	840.5	0.0061	Cost reduced     at cs1+dcs1.
1377	149	5	1	0.0955315894626853	0.005499	3.46E-4	1.3069	0.001188	840.5	0.0061	Cost reduced     at cs2-dcs2.
1378	149	6	1	0.0955315657488119	0.005499	3.46E-4	1.3069	0.001188	840.6	0.0061	Cost reduced     at RPar+dRPar.
1379	149	7	1	0.09554653232496613	0.005499	3.46E-4	1.3069	0.001188	840.6	0.00609	Cost not reduced at RSer-dRSer.
1380	149	8	1	0.09558500418640795	0.005499	3.46E-4	1.3069	0.001188	840.6	0.00611	Cost not reduced at RSer+dRSer.
1378	149	9	1	0.0955315657488119	0.005499	3.46E-4	1.3069	0.001188	840.6	0.0061	Global search reduced cost.
1381	150	1	1	0.09242904805542393	0.005498	3.42E-4	1.316	0.001125	850.6	0.00616	Exploration base, Delta = 1.0.
1382	150	2	1	0.09319977667597579	0.005497	3.42E-4	1.316	0.001125	850.6	0.00616	Cost not reduced at c1-dc1.
1383	150	3	1	0.09127088122107144	0.005499	3.42E-4	1.316	0.001125	850.6	0.00616	Cost reduced     at c1+dc1.
1384	150	4	1	0.09150944122460296	0.005499	3.41E-4	1.316	0.001125	850.6	0.00616	Cost not reduced at c2-dc2.
1385	150	5	1	0.09125783640211116	0.005499	3.43E-4	1.316	0.001125	850.6	0.00616	Cost reduced     at c2+dc2.
1386	150	6	1	0.0912136744519061	0.005499	3.43E-4	1.3161	0.001125	850.6	0.00616	Cost reduced     at cs1+dcs1.
1387	150	7	1	0.09121185139389817	0.005499	3.43E-4	1.3161	0.001124	850.6	0.00616	Cost reduced     at cs2-dcs2.
1388	150	8	1	0.09121182633502267	0.005499	3.43E-4	1.3161	0.001124	850.7	0.00616	Cost reduced     at RPar+dRPar.
1389	150	9	1	0.09130187043370816	0.005499	3.43E-4	1.3161	0.001124	850.7	0.00615	Cost not reduced at RSer-dRSer.
1390	150	10	1	0.09124823444971226	0.005499	3.43E-4	1.3161	0.001124	850.7	0.00617	Cost not reduced at RSer+dRSer.
1388	150	11	1	0.09121182633502267	0.005499	3.43E-4	1.3161	0.001124	850.7	0.00616	Global search reduced cost.
1391	151	1	1	0.08713823399702227	0.005499	3.4E-4	1.3253	0.00106	860.8	0.00622	Exploration base, Delta = 1.0.
1392	151	2	1	0.08727917082787773	0.0055	3.4E-4	1.3253	0.00106	860.8	0.00622	Cost not reduced at c1+dc1.
1393	151	3	1	0.08810301191977625	0.005498	3.4E-4	1.3253	0.00106	860.8	0.00622	Cost not reduced at c1-dc1.
1394	151	4	1	0.08711384542795314	0.005499	3.41E-4	1.3253	0.00106	860.8	0.00622	Cost reduced     at c2+dc2.
1395	151	5	1	0.08706549498291989	0.005499	3.41E-4	1.3254	0.00106	860.8	0.00622	Cost reduced     at cs1+dcs1.
1396	151	6	1	0.08707506784324409	0.005499	3.41E-4	1.3254	0.001059	860.8	0.00622	Cost not reduced at cs2-dcs2.
1397	151	7	1	0.08705730523918948	0.005499	3.41E-4	1.3254	0.001061	860.8	0.00622	Cost reduced     at cs2+dcs2.
1398	151	8	1	0.08705728168774803	0.005499	3.41E-4	1.3254	0.001061	860.9	0.00622	Cost reduced     at RPar+dRPar.
1399	151	9	1	0.08710760828518449	0.005499	3.41E-4	1.3254	0.001061	860.9	0.00621	Cost not reduced at RSer-dRSer.
1400	151	10	1	0.08707773795632219	0.005499	3.41E-4	1.3254	0.001061	860.9	0.00623	Cost not reduced at RSer+dRSer.
1398	151	11	1	0.08705728168774803	0.005499	3.41E-4	1.3254	0.001061	860.9	0.00622	Global search reduced cost.
1401	152	1	1	0.08310907845486297	0.005499	3.39E-4	1.3347	9.98E-4	871.1	0.00628	Exploration base, Delta = 1.0.
1402	152	2	1	0.08342624663762772	0.0055	3.39E-4	1.3347	9.98E-4	871.1	0.00628	Cost not reduced at c1+dc1.
1403	152	3	1	0.0833426061163122	0.005498	3.39E-4	1.3347	9.98E-4	871.1	0.00628	Cost not reduced at c1-dc1.
1404	152	4	1	0.08308253045323057	0.005499	3.4E-4	1.3347	9.98E-4	871.1	0.00628	Cost reduced     at c2+dc2.
1405	152	5	1	0.08309307529444541	0.005499	3.4E-4	1.3348	9.98E-4	871.1	0.00628	Cost not reduced at cs1+dcs1.
1406	152	6	1	0.08319426584465145	0.005499	3.4E-4	1.3346	9.98E-4	871.1	0.00628	Cost not reduced at cs1-dcs1.
1407	152	7	1	0.08312568678381897	0.005499	3.4E-4	1.3347	9.99E-4	871.1	0.00628	Cost not reduced at cs2+dcs2.
1408	152	8	1	0.08316491803261901	0.005499	3.4E-4	1.3347	9.97E-4	871.1	0.00628	Cost not reduced at cs2-dcs2.
1409	152	9	1	0.08314408311435778	0.005499	3.4E-4	1.3347	9.98E-4	871.2	0.00628	Cost not reduced at RPar+dRPar.
1410	152	10	1	0.08314411304273492	0.005499	3.4E-4	1.3347	9.98E-4	871.0	0.00628	Cost not reduced at RPar-dRPar.
1411	152	11	1	0.08323232149410957	0.005499	3.4E-4	1.3347	9.98E-4	871.1	0.00627	Cost not reduced at RSer-dRSer.
1412	152	12	1	0.08313301671011901	0.005499	3.4E-4	1.3347	9.98E-4	871.1	0.00629	Cost not reduced at RSer+dRSer.
1404	152	13	1	0.08308253045323057	0.005499	3.4E-4	1.3347	9.98E-4	871.1	0.00628	Global search reduced cost.
1413	153	1	1	0.07962313423192953	0.005499	3.39E-4	1.344	9.35E-4	881.3	0.00634	Exploration base, Delta = 1.0.
1414	153	2	1	0.08021838454677716	0.0055	3.39E-4	1.344	9.35E-4	881.3	0.00634	Cost not reduced at c1+dc1.
1415	153	3	1	0.0795367272519321	0.005498	3.39E-4	1.344	9.35E-4	881.3	0.00634	Cost reduced     at c1-dc1.
1416	153	4	1	0.07947419873944327	0.005498	3.4E-4	1.344	9.35E-4	881.3	0.00634	Cost reduced     at c2+dc2.
1417	153	5	1	0.07942388670836414	0.005498	3.4E-4	1.3441	9.35E-4	881.3	0.00634	Cost reduced     at cs1+dcs1.
1418	153	6	1	0.07940379641056758	0.005498	3.4E-4	1.3441	9.36E-4	881.3	0.00634	Cost reduced     at cs2+dcs2.
1419	153	7	1	0.0794037799631319	0.005498	3.4E-4	1.3441	9.36E-4	881.4	0.00634	Cost reduced     at RPar+dRPar.
1420	153	8	1	0.07943068957642069	0.005498	3.4E-4	1.3441	9.36E-4	881.4	0.00633	Cost not reduced at RSer-dRSer.
1421	153	9	1	0.0794125088558793	0.005498	3.4E-4	1.3441	9.36E-4	881.4	0.00635	Cost not reduced at RSer+dRSer.
